[2026-04-15T20:15:16.531+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-04-15T20:15:16.998+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-04-15T20:09:00+00:00 [queued]>
[2026-04-15T20:15:17.083+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-04-15T20:09:00+00:00 [queued]>
[2026-04-15T20:15:17.101+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-04-15T20:15:17.202+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_snowflake> on 2026-04-15 20:09:00+00:00
[2026-04-15T20:15:17.413+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=7242) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-04-15T20:15:17.433+0000] {standard_task_runner.py:64} INFO - Started process 7254 to run task
[2026-04-15T20:15:17.454+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'load_snowflake', 'scheduled__2026-04-15T20:09:00+00:00', '--job-id', '14', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmpr9sl5s9k']
[2026-04-15T20:15:17.469+0000] {standard_task_runner.py:91} INFO - Job 14: Subtask load_snowflake
[2026-04-15T20:15:18.234+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-04-15T20:09:00+00:00 [running]> on host 0a790aba60c9
[2026-04-15T20:15:18.698+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='load_snowflake' AIRFLOW_CTX_EXECUTION_DATE='2026-04-15T20:09:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-04-15T20:09:00+00:00'
[2026-04-15T20:15:18.701+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-04-15T20:15:18.752+0000] {connection.py:408} INFO - Snowflake Connector for Python Version: 3.11.0, Python Version: 3.12.4, Platform: Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.36
[2026-04-15T20:15:18.759+0000] {connection.py:1258} INFO - This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2026-04-15T20:15:24.897+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277487.json to Snowflake stage
[2026-04-15T20:15:25.307+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277502.json to Snowflake stage
[2026-04-15T20:15:25.697+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277516.json to Snowflake stage
[2026-04-15T20:15:26.101+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277531.json to Snowflake stage
[2026-04-15T20:15:27.232+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277559.json to Snowflake stage
[2026-04-15T20:15:27.599+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277578.json to Snowflake stage
[2026-04-15T20:15:28.206+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277599.json to Snowflake stage
[2026-04-15T20:15:28.565+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277622.json to Snowflake stage
[2026-04-15T20:15:29.670+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277642.json to Snowflake stage
[2026-04-15T20:15:30.283+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277660.json to Snowflake stage
[2026-04-15T20:15:34.403+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277680.json to Snowflake stage
[2026-04-15T20:15:35.516+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277699.json to Snowflake stage
[2026-04-15T20:15:37.601+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277721.json to Snowflake stage
[2026-04-15T20:15:38.527+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277743.json to Snowflake stage
[2026-04-15T20:15:39.088+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277760.json to Snowflake stage
[2026-04-15T20:15:39.548+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277783.json to Snowflake stage
[2026-04-15T20:15:40.406+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277846.json to Snowflake stage
[2026-04-15T20:15:40.768+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277908.json to Snowflake stage
[2026-04-15T20:15:41.587+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277937.json to Snowflake stage
[2026-04-15T20:15:42.422+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278001.json to Snowflake stage
[2026-04-15T20:15:44.006+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278170.json to Snowflake stage
[2026-04-15T20:15:44.529+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278236.json to Snowflake stage
[2026-04-15T20:15:45.244+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278302.json to Snowflake stage
[2026-04-15T20:15:45.635+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278325.json to Snowflake stage
[2026-04-15T20:15:47.262+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278347.json to Snowflake stage
[2026-04-15T20:15:47.624+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278367.json to Snowflake stage
[2026-04-15T20:15:48.136+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278390.json to Snowflake stage
[2026-04-15T20:15:48.554+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278409.json to Snowflake stage
[2026-04-15T20:15:48.917+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278431.json to Snowflake stage
[2026-04-15T20:15:49.267+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278457.json to Snowflake stage
[2026-04-15T20:15:50.141+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278485.json to Snowflake stage
[2026-04-15T20:15:50.592+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278508.json to Snowflake stage
[2026-04-15T20:15:50.951+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278545.json to Snowflake stage
[2026-04-15T20:15:51.294+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278578.json to Snowflake stage
[2026-04-15T20:15:51.753+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278603.json to Snowflake stage
[2026-04-15T20:15:52.229+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278625.json to Snowflake stage
[2026-04-15T20:15:52.757+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278651.json to Snowflake stage
[2026-04-15T20:15:53.231+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278679.json to Snowflake stage
[2026-04-15T20:15:53.638+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278710.json to Snowflake stage
[2026-04-15T20:15:54.230+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278746.json to Snowflake stage
[2026-04-15T20:15:54.648+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278788.json to Snowflake stage
[2026-04-15T20:15:54.998+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278832.json to Snowflake stage
[2026-04-15T20:15:55.354+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278887.json to Snowflake stage
[2026-04-15T20:15:55.925+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278969.json to Snowflake stage
[2026-04-15T20:15:56.288+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776279066.json to Snowflake stage
[2026-04-15T20:15:56.654+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776279195.json to Snowflake stage
[2026-04-15T20:15:57.287+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776279275.json to Snowflake stage
[2026-04-15T20:15:57.668+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776279336.json to Snowflake stage
[2026-04-15T20:15:58.040+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776279359.json to Snowflake stage
[2026-04-15T20:15:58.392+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776279389.json to Snowflake stage
[2026-04-15T20:16:01.308+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776279416.json to Snowflake stage
[2026-04-15T20:16:01.741+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776279460.json to Snowflake stage
[2026-04-15T20:16:02.113+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776279504.json to Snowflake stage
[2026-04-15T20:16:02.718+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776279549.json to Snowflake stage
[2026-04-15T20:16:03.064+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776279636.json to Snowflake stage
[2026-04-15T20:16:03.416+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776279743.json to Snowflake stage
[2026-04-15T20:16:03.755+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776279791.json to Snowflake stage
[2026-04-15T20:16:04.119+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776279819.json to Snowflake stage
[2026-04-15T20:16:04.611+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776279909.json to Snowflake stage
[2026-04-15T20:16:05.014+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776280000.json to Snowflake stage
[2026-04-15T20:16:05.484+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776280125.json to Snowflake stage
[2026-04-15T20:16:05.861+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776280199.json to Snowflake stage
[2026-04-15T20:16:07.007+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776280221.json to Snowflake stage
[2026-04-15T20:16:07.365+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776280247.json to Snowflake stage
[2026-04-15T20:16:07.846+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776280280.json to Snowflake stage
[2026-04-15T20:16:09.554+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776280307.json to Snowflake stage
