[2026-05-29T14:06:54.011+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-05-29T14:06:54.072+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-05-29T13:37:00+00:00 [queued]>
[2026-05-29T14:06:54.086+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-05-29T13:37:00+00:00 [queued]>
[2026-05-29T14:06:54.088+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-05-29T14:06:54.104+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_snowflake> on 2026-05-29 13:37:00+00:00
[2026-05-29T14:06:54.126+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'load_snowflake', 'scheduled__2026-05-29T13:37:00+00:00', '--job-id', '234', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmp7mz7_3mr']
[2026-05-29T14:06:54.131+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=59573) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-05-29T14:06:54.132+0000] {standard_task_runner.py:91} INFO - Job 234: Subtask load_snowflake
[2026-05-29T14:06:54.133+0000] {standard_task_runner.py:64} INFO - Started process 59583 to run task
[2026-05-29T14:06:54.231+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-05-29T13:37:00+00:00 [running]> on host 0a790aba60c9
[2026-05-29T14:06:54.511+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='load_snowflake' AIRFLOW_CTX_EXECUTION_DATE='2026-05-29T13:37:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-05-29T13:37:00+00:00'
[2026-05-29T14:06:54.514+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-05-29T14:06:54.618+0000] {connection.py:408} INFO - Snowflake Connector for Python Version: 3.11.0, Python Version: 3.12.4, Platform: Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.36
[2026-05-29T14:06:54.622+0000] {connection.py:1258} INFO - This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2026-05-29T14:06:59.252+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277487.json to Snowflake stage
[2026-05-29T14:06:59.664+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277502.json to Snowflake stage
[2026-05-29T14:06:59.995+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277516.json to Snowflake stage
[2026-05-29T14:07:00.317+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277531.json to Snowflake stage
[2026-05-29T14:07:00.618+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277559.json to Snowflake stage
[2026-05-29T14:07:00.924+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277578.json to Snowflake stage
[2026-05-29T14:07:01.228+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277599.json to Snowflake stage
[2026-05-29T14:07:01.530+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277622.json to Snowflake stage
[2026-05-29T14:07:01.827+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277642.json to Snowflake stage
[2026-05-29T14:07:02.132+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277660.json to Snowflake stage
[2026-05-29T14:07:02.430+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277680.json to Snowflake stage
[2026-05-29T14:07:02.739+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277699.json to Snowflake stage
[2026-05-29T14:07:03.085+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277721.json to Snowflake stage
[2026-05-29T14:07:03.431+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277743.json to Snowflake stage
[2026-05-29T14:07:03.756+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277760.json to Snowflake stage
[2026-05-29T14:07:04.086+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277783.json to Snowflake stage
[2026-05-29T14:07:04.405+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277846.json to Snowflake stage
[2026-05-29T14:07:04.721+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277908.json to Snowflake stage
[2026-05-29T14:07:05.018+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277937.json to Snowflake stage
[2026-05-29T14:07:05.313+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278001.json to Snowflake stage
[2026-05-29T14:07:05.617+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278170.json to Snowflake stage
[2026-05-29T14:07:05.914+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278236.json to Snowflake stage
[2026-05-29T14:07:06.299+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278302.json to Snowflake stage
[2026-05-29T14:07:06.697+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278325.json to Snowflake stage
[2026-05-29T14:07:07.049+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278347.json to Snowflake stage
[2026-05-29T14:07:07.398+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278367.json to Snowflake stage
[2026-05-29T14:07:07.836+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278390.json to Snowflake stage
[2026-05-29T14:07:08.300+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278409.json to Snowflake stage
[2026-05-29T14:07:08.615+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278431.json to Snowflake stage
[2026-05-29T14:07:08.927+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278457.json to Snowflake stage
[2026-05-29T14:07:09.331+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278485.json to Snowflake stage
[2026-05-29T14:07:09.633+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278508.json to Snowflake stage
[2026-05-29T14:07:09.946+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278545.json to Snowflake stage
[2026-05-29T14:07:10.354+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278578.json to Snowflake stage
[2026-05-29T14:07:10.810+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278603.json to Snowflake stage
[2026-05-29T14:07:11.105+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278625.json to Snowflake stage
[2026-05-29T14:07:11.463+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278651.json to Snowflake stage
[2026-05-29T14:07:11.814+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278679.json to Snowflake stage
[2026-05-29T14:07:12.110+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278710.json to Snowflake stage
[2026-05-29T14:07:12.434+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278746.json to Snowflake stage
[2026-05-29T14:07:12.745+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278788.json to Snowflake stage
[2026-05-29T14:07:13.042+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278832.json to Snowflake stage
[2026-05-29T14:07:13.337+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278887.json to Snowflake stage
[2026-05-29T14:07:13.630+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278969.json to Snowflake stage
[2026-05-29T14:07:13.926+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776279066.json to Snowflake stage
[2026-05-29T14:07:14.220+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776279195.json to Snowflake stage
