[2026-05-30T19:37:59.516+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-05-30T19:37:59.549+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-05-30T19:32:00+00:00 [queued]>
[2026-05-30T19:37:59.560+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-05-30T19:32:00+00:00 [queued]>
[2026-05-30T19:37:59.645+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-05-30T19:37:59.793+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_snowflake> on 2026-05-30 19:32:00+00:00
[2026-05-30T19:37:59.808+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'load_snowflake', 'scheduled__2026-05-30T19:32:00+00:00', '--job-id', '399', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmphhdar295']
[2026-05-30T19:37:59.812+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=71534) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-05-30T19:37:59.812+0000] {standard_task_runner.py:91} INFO - Job 399: Subtask load_snowflake
[2026-05-30T19:37:59.813+0000] {standard_task_runner.py:64} INFO - Started process 71546 to run task
[2026-05-30T19:37:59.962+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-05-30T19:32:00+00:00 [running]> on host 0a790aba60c9
[2026-05-30T19:38:00.371+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='load_snowflake' AIRFLOW_CTX_EXECUTION_DATE='2026-05-30T19:32:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-05-30T19:32:00+00:00'
[2026-05-30T19:38:00.375+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-05-30T19:38:00.430+0000] {connection.py:408} INFO - Snowflake Connector for Python Version: 3.11.0, Python Version: 3.12.4, Platform: Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.36
[2026-05-30T19:38:00.433+0000] {connection.py:1258} INFO - This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2026-05-30T19:38:02.922+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158375.json to Snowflake stage
[2026-05-30T19:38:03.298+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158387.json to Snowflake stage
[2026-05-30T19:38:03.609+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158400.json to Snowflake stage
[2026-05-30T19:38:03.892+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158413.json to Snowflake stage
[2026-05-30T19:38:04.172+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158431.json to Snowflake stage
[2026-05-30T19:38:04.453+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158455.json to Snowflake stage
[2026-05-30T19:38:04.780+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158469.json to Snowflake stage
[2026-05-30T19:38:05.068+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158486.json to Snowflake stage
[2026-05-30T19:38:05.349+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158502.json to Snowflake stage
[2026-05-30T19:38:05.628+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158513.json to Snowflake stage
[2026-05-30T19:38:05.952+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158527.json to Snowflake stage
[2026-05-30T19:38:06.259+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158541.json to Snowflake stage
[2026-05-30T19:38:06.613+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158557.json to Snowflake stage
[2026-05-30T19:38:07.174+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158572.json to Snowflake stage
[2026-05-30T19:38:07.467+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158584.json to Snowflake stage
[2026-05-30T19:38:07.774+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158595.json to Snowflake stage
[2026-05-30T19:38:08.079+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158612.json to Snowflake stage
[2026-05-30T19:38:08.423+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158624.json to Snowflake stage
[2026-05-30T19:38:08.768+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158641.json to Snowflake stage
[2026-05-30T19:38:09.118+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158656.json to Snowflake stage
[2026-05-30T19:38:09.438+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158671.json to Snowflake stage
[2026-05-30T19:38:09.871+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158686.json to Snowflake stage
[2026-05-30T19:38:10.641+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158698.json to Snowflake stage
[2026-05-30T19:38:10.919+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158712.json to Snowflake stage
[2026-05-30T19:38:11.202+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158727.json to Snowflake stage
[2026-05-30T19:38:11.501+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158742.json to Snowflake stage
[2026-05-30T19:38:11.778+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158753.json to Snowflake stage
[2026-05-30T19:38:12.047+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158763.json to Snowflake stage
[2026-05-30T19:38:12.331+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158774.json to Snowflake stage
[2026-05-30T19:38:12.611+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158788.json to Snowflake stage
[2026-05-30T19:38:12.888+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158801.json to Snowflake stage
[2026-05-30T19:38:13.165+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158813.json to Snowflake stage
[2026-05-30T19:38:13.435+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158826.json to Snowflake stage
[2026-05-30T19:38:13.712+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158839.json to Snowflake stage
[2026-05-30T19:38:13.990+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158853.json to Snowflake stage
[2026-05-30T19:38:14.265+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158867.json to Snowflake stage
[2026-05-30T19:38:14.536+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158881.json to Snowflake stage
[2026-05-30T19:38:14.824+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158896.json to Snowflake stage
[2026-05-30T19:38:15.098+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158909.json to Snowflake stage
[2026-05-30T19:38:15.382+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158921.json to Snowflake stage
[2026-05-30T19:38:15.696+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158936.json to Snowflake stage
[2026-05-30T19:38:15.967+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158949.json to Snowflake stage
[2026-05-30T19:38:16.778+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158964.json to Snowflake stage
[2026-05-30T19:38:17.054+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158982.json to Snowflake stage
[2026-05-30T19:38:17.336+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780158997.json to Snowflake stage
[2026-05-30T19:38:17.611+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159011.json to Snowflake stage
[2026-05-30T19:38:17.885+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159022.json to Snowflake stage
[2026-05-30T19:38:18.165+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159034.json to Snowflake stage
[2026-05-30T19:38:18.444+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159048.json to Snowflake stage
[2026-05-30T19:38:18.745+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159062.json to Snowflake stage
[2026-05-30T19:38:19.412+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159079.json to Snowflake stage
[2026-05-30T19:38:19.703+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159091.json to Snowflake stage
[2026-05-30T19:38:19.975+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159103.json to Snowflake stage
[2026-05-30T19:38:20.249+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159114.json to Snowflake stage
[2026-05-30T19:38:20.521+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159128.json to Snowflake stage
[2026-05-30T19:38:20.798+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159143.json to Snowflake stage
[2026-05-30T19:38:21.076+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159158.json to Snowflake stage
[2026-05-30T19:38:21.353+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159173.json to Snowflake stage
[2026-05-30T19:38:21.621+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159189.json to Snowflake stage
[2026-05-30T19:38:21.897+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159203.json to Snowflake stage
[2026-05-30T19:38:22.190+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159214.json to Snowflake stage
[2026-05-30T19:38:22.491+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159229.json to Snowflake stage
[2026-05-30T19:38:22.767+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159243.json to Snowflake stage
[2026-05-30T19:38:23.075+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780159256.json to Snowflake stage
