[2026-05-29T14:29:30.721+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-05-29T14:29:30.964+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-05-29T14:22:00+00:00 [queued]>
[2026-05-29T14:29:31.060+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-05-29T14:22:00+00:00 [queued]>
[2026-05-29T14:29:31.062+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-05-29T14:29:31.139+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_snowflake> on 2026-05-29 14:22:00+00:00
[2026-05-29T14:29:31.329+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=66313) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-05-29T14:29:31.247+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'load_snowflake', 'scheduled__2026-05-29T14:22:00+00:00', '--job-id', '243', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmpvj2khjm4']
[2026-05-29T14:29:31.339+0000] {standard_task_runner.py:64} INFO - Started process 66323 to run task
[2026-05-29T14:29:31.343+0000] {standard_task_runner.py:91} INFO - Job 243: Subtask load_snowflake
[2026-05-29T14:29:31.960+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-05-29T14:22:00+00:00 [running]> on host 0a790aba60c9
[2026-05-29T14:29:33.268+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='load_snowflake' AIRFLOW_CTX_EXECUTION_DATE='2026-05-29T14:22:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-05-29T14:22:00+00:00'
[2026-05-29T14:29:33.276+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-05-29T14:29:33.477+0000] {connection.py:408} INFO - Snowflake Connector for Python Version: 3.11.0, Python Version: 3.12.4, Platform: Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.36
[2026-05-29T14:29:33.489+0000] {connection.py:1258} INFO - This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2026-05-29T14:29:38.799+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277487.json to Snowflake stage
[2026-05-29T14:29:39.141+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277502.json to Snowflake stage
[2026-05-29T14:29:39.514+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277516.json to Snowflake stage
[2026-05-29T14:29:39.857+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277531.json to Snowflake stage
[2026-05-29T14:29:40.204+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277559.json to Snowflake stage
[2026-05-29T14:29:40.558+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277578.json to Snowflake stage
[2026-05-29T14:29:41.290+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277599.json to Snowflake stage
[2026-05-29T14:29:41.659+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277622.json to Snowflake stage
[2026-05-29T14:29:42.026+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277642.json to Snowflake stage
[2026-05-29T14:29:42.384+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277660.json to Snowflake stage
[2026-05-29T14:29:42.766+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277680.json to Snowflake stage
[2026-05-29T14:29:43.142+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277699.json to Snowflake stage
[2026-05-29T14:29:43.509+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277721.json to Snowflake stage
[2026-05-29T14:29:43.891+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277743.json to Snowflake stage
[2026-05-29T14:29:44.364+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277760.json to Snowflake stage
[2026-05-29T14:29:44.768+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277783.json to Snowflake stage
[2026-05-29T14:29:45.144+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277846.json to Snowflake stage
[2026-05-29T14:29:45.582+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277908.json to Snowflake stage
[2026-05-29T14:29:45.996+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776277937.json to Snowflake stage
[2026-05-29T14:29:46.365+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278001.json to Snowflake stage
[2026-05-29T14:29:46.788+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278170.json to Snowflake stage
[2026-05-29T14:29:47.226+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278236.json to Snowflake stage
[2026-05-29T14:29:47.659+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278302.json to Snowflake stage
[2026-05-29T14:29:48.084+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278325.json to Snowflake stage
[2026-05-29T14:29:48.472+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278347.json to Snowflake stage
[2026-05-29T14:29:48.855+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278367.json to Snowflake stage
[2026-05-29T14:29:49.284+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278390.json to Snowflake stage
[2026-05-29T14:29:49.733+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278409.json to Snowflake stage
[2026-05-29T14:29:50.104+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278431.json to Snowflake stage
[2026-05-29T14:29:50.601+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1776278457.json to Snowflake stage
