[2026-06-01T17:29:11.115+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-06-01T17:29:11.239+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-05-30T19:37:00+00:00 [queued]>
[2026-06-01T17:29:11.264+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-05-30T19:37:00+00:00 [queued]>
[2026-06-01T17:29:11.266+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-06-01T17:29:11.291+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_snowflake> on 2026-05-30 19:37:00+00:00
[2026-06-01T17:29:11.322+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'load_snowflake', 'scheduled__2026-05-30T19:37:00+00:00', '--job-id', '436', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmpp606jfhm']
[2026-06-01T17:29:11.330+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=4265) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-06-01T17:29:11.332+0000] {standard_task_runner.py:64} INFO - Started process 4276 to run task
[2026-06-01T17:29:11.331+0000] {standard_task_runner.py:91} INFO - Job 436: Subtask load_snowflake
[2026-06-01T17:29:11.469+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-05-30T19:37:00+00:00 [running]> on host 0a790aba60c9
[2026-06-01T17:29:11.700+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='load_snowflake' AIRFLOW_CTX_EXECUTION_DATE='2026-05-30T19:37:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-05-30T19:37:00+00:00'
[2026-06-01T17:29:11.709+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-06-01T17:29:11.781+0000] {connection.py:408} INFO - Snowflake Connector for Python Version: 3.11.0, Python Version: 3.12.4, Platform: Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.36
[2026-06-01T17:29:11.782+0000] {connection.py:1258} INFO - This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2026-06-01T17:29:15.883+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780331986.json to Snowflake stage
[2026-06-01T17:29:18.274+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780331998.json to Snowflake stage
[2026-06-01T17:29:19.180+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332010.json to Snowflake stage
[2026-06-01T17:29:19.834+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332023.json to Snowflake stage
[2026-06-01T17:29:20.459+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332035.json to Snowflake stage
[2026-06-01T17:29:21.314+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332047.json to Snowflake stage
[2026-06-01T17:29:21.864+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332060.json to Snowflake stage
[2026-06-01T17:29:22.395+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332071.json to Snowflake stage
[2026-06-01T17:29:22.941+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332095.json to Snowflake stage
[2026-06-01T17:29:23.479+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332112.json to Snowflake stage
[2026-06-01T17:29:24.016+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332123.json to Snowflake stage
[2026-06-01T17:29:24.564+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332136.json to Snowflake stage
[2026-06-01T17:29:26.338+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332148.json to Snowflake stage
[2026-06-01T17:29:27.028+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332159.json to Snowflake stage
[2026-06-01T17:29:27.727+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332189.json to Snowflake stage
[2026-06-01T17:29:28.299+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332201.json to Snowflake stage
[2026-06-01T17:29:28.819+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332213.json to Snowflake stage
[2026-06-01T17:29:29.342+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332227.json to Snowflake stage
[2026-06-01T17:29:29.861+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332245.json to Snowflake stage
[2026-06-01T17:29:30.382+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332262.json to Snowflake stage
[2026-06-01T17:29:30.904+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332276.json to Snowflake stage
[2026-06-01T17:29:31.429+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332287.json to Snowflake stage
[2026-06-01T17:29:31.946+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332300.json to Snowflake stage
[2026-06-01T17:29:32.468+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332312.json to Snowflake stage
[2026-06-01T17:29:33.003+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332325.json to Snowflake stage
[2026-06-01T17:29:33.519+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332339.json to Snowflake stage
[2026-06-01T17:29:34.032+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332351.json to Snowflake stage
[2026-06-01T17:29:34.569+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332363.json to Snowflake stage
[2026-06-01T17:29:35.088+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332376.json to Snowflake stage
[2026-06-01T17:29:35.617+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332388.json to Snowflake stage
[2026-06-01T17:29:36.147+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332400.json to Snowflake stage
[2026-06-01T17:29:36.667+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332412.json to Snowflake stage
[2026-06-01T17:29:37.209+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332427.json to Snowflake stage
[2026-06-01T17:29:37.720+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332444.json to Snowflake stage
[2026-06-01T17:29:38.234+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332461.json to Snowflake stage
[2026-06-01T17:29:38.745+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780332478.json to Snowflake stage
